,_,date,edit_date,edit_hide,entities,forwards,from_id,from_scheduled,fwd_from,grouped_id,id,legacy,media,media_unread,mentioned,message,out,peer_id,pinned,post,post_author,replies,reply_markup,reply_to,restriction_reason,silent,via_bot_id,views,action
168,Message,2021-01-13 07:21:45+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28062.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605088, 'access_hash': 6975027315089716178, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x9e_\xfe\xa8/:\xe6\xe2j\x03\x91\x14\xb9\x87c\xc6\xc1v""\xa6\x04', 'date': datetime.datetime(2021, 1, 13, 7, 20, 33, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 1144636, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 12, 'w': 416, 'h': 416, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_4382.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b""\x01((\xc6\xabq]K\x1b\x02\xa4}\x08\xaa\x95n8\x80\xda\xc5\x81\x04Re%q\xb2\xcc\x1aB\xdbp\t\xcf\x15\x1f\x982})f \xb7\xca)\x81\x19\x87\x00\x9cS\x06GE\x14PH\xb5:\x8c\xe0z\xd4\x15:!~\xdcz\xd0\\\x18\xf5@\xd2\x1d\xbc\xa2\xf553H\x11v\xafq\xf5\xa0D\xaa\x063\x9f\xad,A\x1eB\x7f\xba)\r\x99\xd4QE30\x1dy\xab(\xca\x80\x01.G\xd2\x8a(\x1a,\x00\xae\xa4\x16\xe3\xd2\xa4\x8e$\x8d\x1b\r\xce=(\xa2\x90\xcc\xa3\xd7\x8a(\xa2\x99'""}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100043100298, 'local_id': 9258}, 'w': 320, 'h': 320, 'size': 9904}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28069, 'read_max_id': None}",,,[],0.0,,,
169,Message,2021-01-13 07:21:43+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 942687127}",0.0,,,28061.0,0.0,"{'_': 'MessageMediaPhoto', 'photo': {'_': 'Photo', 'id': 5183831325486983616, 'access_hash': 429183356544164622, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x9d_\xfe\xa8/\xban ;\xacZ\xc9\x12\xccP2\x1f.\x05\xb0\x0b', 'date': datetime.datetime(2021, 1, 13, 7, 21, 42, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01((E3K0\xf3F\xec\x83\xc6x\x152ZG\x0f\xef\x00\xf9\xc1\xe3\xd0\x1avS|A\n\xf0\xd8\xc0>\xc6\x9d4\x81d9\xe5b\x1c\xfdO\xf9\xfdi\x08\x85\xa4}\xc7d\xaa\x17\xb7\xccG\xf4\xa9`|\x82\x19\xc3\x1f\xaeq\xfey\xaa\xe1S\xfb\xee\x07\xa0?\xfdj\x96""\xa8X\x0c\x92y\xcbz\x0f\xc2\x91\xb4\x96\x84\xe1\xd1\xc0\xd9 \xfc(\xa8e\x81rq\n\x1fq\xc1\xa2\x91\x90\x96\xb2\x12\x1eY1\xb21\x9f\xc6\x93\xcc\xc4`>\x0bI\x9c\x82\x0f\xf4\xa5\x9c\x88-\xe2\xb7b\xb9c\x96\xcfOZ\x8d\x87\x9a\xb8\x8dI\xc7t\x03\x8a\xa1\xc5]\x89\xb6/\xee\xaf\xfd\xf6\xff\x00\xe1OV\x8e#\x80\xa1wq\xf7\x98\x9f\xd4Tb\xdeO\xee\xcb\xfaP!dm\xee\xb2\x15\x1c\x9c\xe2\x91\xb3I\xff\x00_\xf0K\x9b\x8f\x96\xa4\xf5\xe8h\xa6\xa6\x1e9\x11q\xea0\xd9\xa2\x86s\xecf\x0b\x89\x9eM\xe5\xf2\xc4\x01\x93R\xba\xfe\xf3+\xf3\xfb\xe4\n(\xa1\x95\t4\xf4\x0c>?\xd5\x8c}E!\xc9\x18\xf2\xc0\xfcE\x14R/\xda\xb2X\xa6\x11y\xbbv|\xa9\xc1\x03\x194QEQ\x93\xdc'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039000920, 'local_id': 36455}, 'w': 320, 'h': 315, 'size': 33149}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039000920, 'local_id': 36457}, 'w': 800, 'h': 788, 'size': 127077}, {'_': 'PhotoSize', 'type': 'y', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039000920, 'local_id': 36456}, 'w': 1079, 'h': 1063, 'size': 149774}], 'dc_id': 1, 'has_stickers': False, 'video_sizes': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
170,Message,2021-01-13 07:21:32+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28060.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 3717577404831498900, 'access_hash': 3907018327720715547, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x9c_\xfe\xa8/\xd5\xb9\xd12\x9a[\xd3\xeb\xbd\xa9\x0b\xa6\x1erBf', 'date': datetime.datetime(2020, 9, 16, 20, 24, 14, tzinfo=datetime.timezone.utc), 'mime_type': 'image/webp', 'size': 28654, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeImageSize', 'w': 512, 'h': 440}, {'_': 'DocumentAttributeSticker', 'alt': '🚬', 'stickerset': {'_': 'InputStickerSetID', 'id': 3717577404831498257, 'access_hash': -6644959395456440225}, 'mask': False, 'mask_coords': None}, {'_': 'DocumentAttributeFilename', 'file_name': 'sticker.webp'}], 'thumbs': [{'_': 'PhotoPathSize', 'type': 'j', 'bytes': b'\x19\x06\xac\x00\xe1Y\x06\xe5\x00V\x00\x80V\x00\xe1\x19\x06\x99\x06\xef\x16\x00\x96\x00\xe1Y\x06'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100024000860, 'local_id': 18830}, 'w': 320, 'h': 275, 'size': 15044}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28058, 'reply_to_peer_id': None, 'reply_to_top_id': 27924}",[],0.0,,,
171,Message,2021-01-13 07:20:59+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 913812192}",0.0,,,28059.0,0.0,,0.0,0.0,WHITE JUCHE NOW,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
172,Message,2021-01-13 07:20:53+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 897800896}",0.0,,,28058.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 3743056903178027020, 'access_hash': -6072669876280310872, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x9a_\xfe\xa8/\xd8\xd7W\xd9pO\xf6\x13\xddN\xd3\xcb\x11\xba2\x95', 'date': datetime.datetime(2019, 11, 24, 14, 2, 40, tzinfo=datetime.timezone.utc), 'mime_type': 'image/webp', 'size': 21822, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeImageSize', 'w': 512, 'h': 512}, {'_': 'DocumentAttributeSticker', 'alt': '👍', 'stickerset': {'_': 'InputStickerSetID', 'id': 3743056903178027009, 'access_hash': 13133257823583467}, 'mask': False, 'mask_coords': None}, {'_': 'DocumentAttributeFilename', 'file_name': 'sticker.webp'}], 'thumbs': [{'_': 'PhotoPathSize', 'type': 'j', 'bytes': b'\x19\x00\xb3\x02\xdcxKL\x03\x8fQ\x08\x80ND\x86H\x08\x8bJ\x00\x8cZ\x93z\xafG\x04\x8cG\x99L\xa6R\x81\x81\x8eB\x8eC\x81OO`RoFV\x9bG\x04\xa6I\x02\x84HF\x05\x8fG\x00ILx\x95r\x96u\x84HLNMWBP\x87X\x90b\x84DHHJMBHOiCm\x88C\x8b\x03E\x8c\x04\x80\x8a\x84\x82\x95\x85\x9b\x89\x92\x93[\x94[\x8fF\xbeE\x87\t\x80\x88\x82\x82\x95\x84\x9a\x82\x85\x8c\x85\x8e\x8d\x82\x87C\x8bF\x91C\x85\x89\x87\x8a\x8d\x81\x84D\x8eB\x91\x84\x83\x8a\x83\x8b\x8a\x83\x8fI\xa5N\xb3\x81\x82\x92\x8d\x88\x99K\x8fI\x06AI\t\x87B\x84\x86\x86\x89\x8a\x8a\x8d\x91\x9b\x91\xad\x80\x95\x84\xa5A\xb9\x81\x83Q\x97N\x9a\x87\x86\x92\x86\x9b\x89\x84\x81\x8d\x8a\x91\x8a\x84\x81\x87`\x87b\x86S\x9aP\xaaO\x8e\x80\x99\x82\xa4\x8c\x93\x93I\xadG\xbf\x81\x8a\x88\x91\x86\x9cA\x88I\x8eJ\x95C\x8e\x8a\x89\x07\x80\x8a\x00d\x8aM\x05\x80Q\x07\x80'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 107825025, 'local_id': 22147}, 'w': 320, 'h': 320, 'size': 12730}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28055, 'reply_to_peer_id': None, 'reply_to_top_id': 27924}",[],0.0,,,
173,Message,2021-01-13 07:20:01+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 831952747}",0.0,,,28057.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5183831325030744348, 'access_hash': 5488351115758916503, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x99_\xfe\xa8/\xe8\x9f\x81\x99L\xf9\x9c\x0c\xbbU\xaf\x01\xa1\x03\xd4\xd6', 'date': datetime.datetime(2021, 1, 13, 7, 20, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 18924902, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 59, 'w': 1280, 'h': 720, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_0317.MOV'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x16(\xcd\xb3H\xdelK\xf7@&\xad\xb5\xac\x1en\xd1\x1bc\xd7uQ\x83;\xf8\xf4\xa9\xbc\xd3\xc0\xaaJ\xe4\xb2\xc0\xb5\xb6\xcb\x16\xdf\x8e\xd4\xa2\xd2\xd8\x80F\xe2\x18\xe0`\xd4+&\xdc\x9e\xc3\xa1\x14\xf4r$\\\xb6\xd4#\xa6y\x14\xb7\xd0\n\xb7(\x89 \x08\x08\x04g\x9a)\xd7\xa1D\xc0!\xc8\x0b\xd4\xd1CV\xdc\xa5\xaa V\xdaO\xbf\x14\xf2\xca\xc0d\x90}\x85\x14R\x0b\n\x1d@\xc6O\xfd\xf3\xff\x00\xd7\xa1\xa4\x05x\xce~\x94Q@X\x8d\x98\xb1\xc9\xa2\x8a(\x03'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100043200098, 'local_id': 8467}, 'w': 320, 'h': 180, 'size': 11405}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
174,Message,2021-01-13 07:19:46+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28056.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605087, 'access_hash': -8046510529423253633, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x98_\xfe\xa8/\xce\x00\x13\xb5\x1b\x941~\xb5\x85\xf2\xda\xad\xa1v\xa5', 'date': datetime.datetime(2021, 1, 13, 7, 19, 13, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 985160, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 11, 'w': 400, 'h': 224, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_0904.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b""\x01\x16(l\xb7\x06C\xf2\xe4/\xa543n\x1bI\xcflSf\x8fc\xf1\xc04\xb18G\x0eF\xecv\xe9@\x16'\xb9\xb9\x83\x1b\xd1H=\xe9\x8b~\xed\xc7\x96\x0f\xd2\x96\xeea0R1\x9ct<\xe2\xab\x05lc\x9c{\nW\x1d\x89\x9eD~]p~\xb4T\x063\x91\x83\x8c\xd1@\x13\xbbo\x85\t\x1c\xf4\xa6\xaa\x03E\x14\xc4+F1P9x\xf2\x03\x1cQE\x006\x16o3 \xf3\x8e\xb4QE ?""}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100041400596, 'local_id': 13430}, 'w': 320, 'h': 179, 'size': 7466}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
175,Message,2021-01-13 07:19:35+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 997706476}",0.0,,,28055.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 2372857465537560577, 'access_hash': 2731132109433265959, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x97_\xfe\xa8/g\x81\x91Sa\xcc\\!\x7f\x9bH\xf2\xeb\x1e>\x13', 'date': datetime.datetime(2019, 12, 1, 19, 54, 12, tzinfo=datetime.timezone.utc), 'mime_type': 'image/webp', 'size': 40360, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeImageSize', 'w': 512, 'h': 512}, {'_': 'DocumentAttributeSticker', 'alt': '🅱', 'stickerset': {'_': 'InputStickerSetID', 'id': 2372857465537560577, 'access_hash': 6968565260983730717}, 'mask': False, 'mask_coords': None}, {'_': 'DocumentAttributeFilename', 'file_name': 'sticker.webp'}], 'thumbs': [{'_': 'PhotoPathSize', 'type': 'j', 'bytes': b'\x19\x06\xb3\x02\xe1Y\x06\xe5\x00Y\x06\x80Y\x06\xe1\x19\x06\x99\x06\xef\x19\x06\x99\x06\xe1Y\x06'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 107831816, 'local_id': 25355}, 'w': 320, 'h': 320, 'size': 20546}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28051, 'reply_to_peer_id': None, 'reply_to_top_id': 27924}",[],0.0,,,
176,Message,2021-01-13 07:19:33+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28054.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605086, 'access_hash': 3754113741575715382, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x96_\xfe\xa8/\xfc\xbb\x87\xd21B\x91\xf3\x9d\xa5\xd3\xc7\xf5\x1e\xd2\x9d', 'date': datetime.datetime(2021, 1, 13, 7, 19, 6, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 4329329, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 48, 'w': 640, 'h': 352, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_1828.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x16(\xc8\xa5R7\x0c\x8e)*X-\xdenPp;\x9a\x00\x9aVW\x88\x8d\x88\xb8\x1d\xba\xd51WR\xdd\xd9\x8cd\xfc\xbe\xd4\xcb\x8b&\x85w\x06\x0c;\xf6\xc5\x00\xca\xb4QE\x00\x15\xa7c\xf2\xc4\xa3\xd7\x9a(\xa6\x84\xcb}9\xa8.\x8e\xe8\xd8\x7f\xb2h\xa2\x9b\x122(\xa2\x8a\x92\x8f'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100041500142, 'local_id': 7474}, 'w': 320, 'h': 176, 'size': 4764}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
177,Message,2021-01-13 07:19:22+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28053.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605085, 'access_hash': 7760916322570355581, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x95_\xfe\xa8/\x01\xfa\x07\x8c\x9c\xfc\x16_#\x91]v4\x17\xf9J', 'date': datetime.datetime(2021, 1, 13, 7, 18, 47, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 5661325, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 57, 'w': 560, 'h': 320, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_1898.MP4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x17(\xccS\xda\x9d\x9eq\x8a`8\xa5\xdd\x83AV\x1d\x91\xba\x90\x90\r\x01Y\xb9\x1c\xd2\x94p9ZWAf&\x01\x18\xa2\x938\xea9\xa2\x98\x80m\xdb\xd7\xe6\xa6\x8a(\xa42\xdc\x0c\xa8\xd9#\xdb\x14\x97\xd7&I\xbe^\x17\x1d1E\x15\x9aI\xc8\xd1\xe8\x8a\xed\xf3\x00h\xa2\x8a\xd0\x86\x7f'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100041600943, 'local_id': 10324}, 'w': 320, 'h': 183, 'size': 9165}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
178,Message,2021-01-13 07:19:12+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1515512290}",0.0,,,28052.0,0.0,,0.0,0.0,Post more stuff please.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
179,Message,2021-01-13 07:18:28+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 897800896}",0.0,,,28051.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 2782904603241349126, 'access_hash': 8661364819876988867, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x93_\xfe\xa8/\x1d\x7f\x16\xd1MO\xaf\xf1!\x19\x88_\xb11\xd8\x86', 'date': datetime.datetime(2019, 6, 10, 22, 40, 56, tzinfo=datetime.timezone.utc), 'mime_type': 'image/webp', 'size': 36108, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeImageSize', 'w': 512, 'h': 512}, {'_': 'DocumentAttributeSticker', 'alt': '😒', 'stickerset': {'_': 'InputStickerSetID', 'id': 2782904603241349121, 'access_hash': 6553217750527938927}, 'mask': False, 'mask_coords': None}, {'_': 'DocumentAttributeFilename', 'file_name': 'sticker.webp'}], 'thumbs': [{'_': 'PhotoPathSize', 'type': 'j', 'bytes': b'\x1c\t\xb3\x02\xdc}\x80L\x03\x80R\x04\x80K\x80o\x87gL\x82E\x8fG\x90M\x82KDdBs\x83[\x91v\x9aH\x00\x81BHBIFAF\x83M\x82SCRUSYgBL\x91M\x94Y\x82HDUC^\x80K\x8aH\x08\x83H\tWDp\x85G\x01\x80bHTH\x05TK\x02\x80J\x82Z\x8e^\x95H\x8b\x06C\x8e\x03B\xaa\x82\x8b\x08M\x8f\x04\x84\x8c\x86\x8e\x93\x95\x9c\x86\x88\x8e\x8e\x95\x95\x9b\xa2\xa0\x87\x06\xa5\x8b\x08\x80\x82\x8f\x8f\x91\x97\x87\x98C\xafA\x87\x01\x80\x87\x85\x8e\x82\x97B\x88M\x8fQ\x96C\x86S\x87\x05P\x88\x00\x83\x86\x8b\x88\x8e\x8e\x82\x84B\x88\x81\x8c\x88\x9b\xbe\xa6\x88\x06\xab\x82\x81\xa2\x87\xa3\x8a\x81\x84\x82\xa4\x80\xa7C\x83Y\x80]\x80F\x05\x80M\x00\x80S\x04\x80'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 107711495, 'local_id': 9719}, 'w': 320, 'h': 320, 'size': 19394}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28046, 'reply_to_peer_id': None, 'reply_to_top_id': 27924}",[],0.0,,,
180,Message,2021-01-13 07:17:50+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 831952747}",0.0,,,28050.0,0.0,,0.0,0.0,Juche is our victory,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
181,Message,2021-01-13 07:17:49+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28049.0,0.0,,0.0,0.0,The zogbots in that vid coming to save their gender bender fuckdoll always makes me laugh,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28044, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
182,Message,2021-01-13 07:17:20+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28048.0,0.0,,0.0,0.0,NS is corporativist. Not Marxist. Hitler did the largest round of privatization in history upon becoming Chancellor. Then he created a single syndicate for the workers who had even once a year international vacation,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28036, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
183,Message,2021-01-13 07:16:25+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28047.0,0.0,,0.0,0.0,Say no more buddy,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28045, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
184,Message,2021-01-13 07:16:12+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 997706476}",0.0,,,28046.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 554592569833554281, 'access_hash': 1774746587932683090, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\x8e_\xfe\xa8/r\xbf\x07_\xe3\xbf\\a\x15\xb0\x8eE\x7fn\x87\x1a', 'date': datetime.datetime(2016, 3, 28, 19, 29, 23, tzinfo=datetime.timezone.utc), 'mime_type': 'image/webp', 'size': 47186, 'dc_id': 4, 'attributes': [{'_': 'DocumentAttributeImageSize', 'w': 512, 'h': 512}, {'_': 'DocumentAttributeSticker', 'alt': '🚬', 'stickerset': {'_': 'InputStickerSetID', 'id': 554592569833553924, 'access_hash': 6570839331366533118}, 'mask': False, 'mask_coords': None}, {'_': 'DocumentAttributeFilename', 'file_name': 'sticker.webp'}], 'thumbs': [{'_': 'PhotoPathSize', 'type': 'j', 'bytes': b'\r\x08\xb2\x06\xdcZb\x7fK\x07F\x05P\x01\x81LFfAp\x81D\x8eD\x8aDH\x80O\x83TGEMCcEpEtKJ\x03QO\x04\x81FFXC\\\x87J\xb9I\x87\x00J\x96C\xadF\x86\x08I\x82\x80\x9bC\x9aE\x81AC\x80DAFL\x83H\x87L\x81\x81BCAD\x82A\x8f\x83\x8f\x85\x81\x84I\x8cE\x8c\x93\x81\xa9F\xbcH\x98C\x87\x02T\x89\x04H\x84\x83\x84\x9f\x84\xa4\x82\x94\x8d\x92\t\x8e\x93\x01\x94\xa1\x87\t\x89\x00\x89\x01\x8c\x01\x85\x8aA\xa3B\xaf\x81\x88\x81\x99B\xa1B\x87l\x89s\x8aI\x05\x90R\x08\xa5\\\x03\xb4'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 422336555, 'local_id': 7120}, 'w': 128, 'h': 128, 'size': 5414}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28033, 'reply_to_peer_id': None, 'reply_to_top_id': 27924}",[],0.0,,,
185,Message,2021-01-13 07:16:03+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 913812192}",0.0,,,28045.0,0.0,,0.0,0.0,"Well we cant agree on that but we agree that race comes first, after that that type of thing will get settled one way or another",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28047, 'read_max_id': None}",,,[],0.0,,,
